"1","2",,"2000","MoBio PowerWater(Qiagen)","2",,"0",,"No",,"5 ng/μL","0.15","2","2","95",,"2",,"The LOQ/LOD refers to the copies per ng of DNA that was used in reaction. A common practice in molecular methods (and was used in these samples) is to use the same amount (or close amounts) of DNA per method. The reason is to ensure that the sequencing or"
"2","2",,"250","MoBio PowerWater(Qiagen)","2",,"0",,"No",,"5 ng/μL","0.15","2","2","95",,"2",,"The LOQ/LOD refers to the copies per ng of DNA that was used in reaction. A common practice in molecular methods (and was used in these samples) is to use the same amount (or close amounts) of DNA per method. The reason is to ensure that the sequencing or"
"256","2",,"5000","PowerWater kit - Qiagen","2",,"0",,"No",,,,,,,,"2",,
"316","2",,"1.5","MoBio Soil Extraction Kit","0",,"0",,"No",,,,,,,,"0",,
"337","1",,,,"2",,"0",,,,"20","4","40","4","95",,"0",,"For qPCR reaction the same amount of DNA was inserted in all reactions to ensure same depth of genes to 16S rRNA copies. Thus my LOD/LOQ are base on the 20 ng of DNA per reaction. This does not reflect the true DNA content in all extracted samples. This t"
"338","1",,,,"2",,"0",,,,"20","4","40","4","95",,"0",,
"339","1",,,,"2",,"0",,,,"20","4","40","2","95",,"0",,
"340","4","Mesocosm",,,"2",,"0",,,,"20","4","40","2","95",,"0",,
"673","3",,"0.25","extraction kit","2",,"4","none","No",,"16.7","22","22",,"97",,"2",,
"674","3",,"0.25","extraction kit","2",,"4","none","No",,"16.7","10","10",,"93",,"2",,
"675","3",,"0.25","extraction kit","2",,"4","none","No",,"16.7","54","54",,"95",,"2",,
"676","3",,"0.25","extraction kit","2",,"4","none","No",,"16.7","64","64",,"95",,"2",,
"677","3",,"0.25","extraction kit","2",,"4","none","No",,"16.7","54","54",,"92",,"2",,
"679","2",,"250","SDS-based method through commercial DNA extraction kit","2",,"4","none","No",,"5-50","20000","10","10","90-110",,"2",,
"763","0",,"0.25g","DNeasy PowerSoil Kit","2",,"0",,"No",,,,,,,,"2",,
"1103","2",,"0.25g","PowerSoil kit - Qiagen","2",,"0",,"No",,,,,,,,"2",,
"1132","2",,"1000","DNeasy PowerWater Kit (Qiagen)","5",,"0",,,,"2",,,,,,"6","SmartChip™ Real-Time PCR",
"1162","2",,"80-120","SDS-based method through commercial DNA extraction kit","2",,"4","none","No",,"5-50","20000","10","10","90-110",,"2",,
"1190","1",,"100","Dneasy PowerSoil Kit","2","multiplex","0",,"No",,,"25","5",,">90%",,"2",,
"1191","1",,"450","Dneasy PowerSoil Kit","2","multiplex","0",,"No",,,"25","5",,">90%",,"2",,
"1229","2",,"1000","DNeasy PowerWater Kit (Qiagen)","5",,"0",,,,"2",,,,,,"6","SmartChip™ Real-Time PCR",
"1280","2",,"1000","DNeasy PowerWater Kit (Qiagen)","5",,"0",,,,"2",,,,,,"6","SmartChip™ Real-Time PCR",
"1412","2",,"500","DNeasy PowerWater Kit (Qiagen)","5",,"0",,,,"2",,,,,,"6","SmartChip™ Real-Time PCR",
"1649","2",,"30","MoBio Water DNA extraction kit","2",,"2",,"No",,,,,,,,"0",,
"1650","2",,"30","MoBio Water DNA extraction kit","0",,"0",,"Yes",,,,,,,,"0",,
"1651","2",,"30","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1652","2",,"25","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1653","2",,"50","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1654","2",,"40","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1655","2",,"20","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1656","2",,"500","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1657","2",,"900","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1658","2",,"1000","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1659","2",,"800","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1660","2",,"650","MoBio Water DNA extraction kit","0",,"0",,,,,,,,,,"0",,
"1693","2",,"80-120","SDS-based method through commercial DNA extraction kit","2",,"4","none","No",,"5-50","20000","10","10","90-110",,"2",,
"1728","2",,"2000","MoBio PowerWater(Qiagen)","2",,"0",,"No",,"5","0.15","2","2","95",,"2",,"The LOQ/LOD refers to the copies per ng of DNA that was used in reaction. A common practice in molecular methods (and was used in these samples) is to use the same amount (or close amounts) of DNA per method. The reason is to ensure that the sequencing or"
"1770","1",,"100","Dneasy PowerSoil Kit","2","multiplex","0",,"No",,,"25","5",,">90%",,"2",,
"1771","1",,"450","Dneasy PowerSoil Kit","2","multiplex","0",,"No",,,"25","5",,">90%",,"2",,
"1796","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"1000",,,"98.2",,"2",,
"1797","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"10",,,"98.7",,"2",,
"1798","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"1000",,,"101.2",,"2",,
"1799","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"100",,,"94.3",,"2",,
"1800","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"100",,,"99.0",,"2",,
"1801","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"30",,,"100.0",,"2",,
"1802","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"100",,,"99.5",,"2",,
"1803","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"10",,,"91.8",,"2",,
"1804","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"350",,,"92.5",,"2",,
"1805","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"100",,,"97.8",,"2",,
"1806","1",,"200","Fast DNA SPIN kit","2",,"0",,"No",,,"10",,,"92.3",,"2",,
"2016","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2017","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2018","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2019","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2020","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2021","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2022","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2023","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2024","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2025","2",,,"Fast DNA SPIN kit","2",,"0",,"No",,"2",,,,"93-103",,"1",,
"2066","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2067","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2068","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2069","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2070","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2071","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2072","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2073","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2074","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2075","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2076","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2077","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2078","2",,"10","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2079","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2080","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2081","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2082","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2083","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2084","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2085","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2086","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2087","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2088","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2089","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2090","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2091","2",,"100","CicaGeneus DNA Extraction Kit","2",,"0",,"No",,,,"5",,,,"1",,
"2534","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2535","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2536","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2537","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2538","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2539","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2540","1",,"400"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2541","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2542","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2543","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2544","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2545","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2546","1",,"1200"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2547","1",,"1200"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2548","1",,"1200"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No",,,,,,"&gt;90%",,"Real-time PCR","0",,
"2549","1",,"1200"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2550","1",,"1200"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2551","1",,"1200"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2552","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2553","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2554","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2555","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2556","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2557","1",,"300"," PowerWater® DNA Isolation Kit (MOBIO Laboratories Inc.)","2",,"0","No","2",,,,,"&gt;90%",,"Real-time PCR","0",,
"2558","2",,"0.3","Maxwell® RSC Instrument","0",,"0",,"No",,,,,,,"NA","6","HT-qPCR",
"2921","2",,"0.3","Maxwell® RSC Instrument","0",,"0",,"No",,,,,,,"NA","6","HT-qPCR",
